text,label
kamu membuatku jatuh cinta,2
gue sangat tidak berani bermimpi karena takut tidak tercapai,4
hatiku tidak pernah menduga ini bisa terjadi,5
hatiku sangat sakit hati,0
I am so energized,1
saya sangat cemas dengan semua hal yang bisa berjalan salah,4
diriku sangat terkejut dengan berita ini,5
diriku rela berkorban untukmu,2
I am so thrilled,1
I am so beyond surprised,5
I am so scared of disappointing my friends,4
hatiku sangat tidak menduga,5
hidupku terasa sangat sepi,0
aku kejutan ini sangat tidak terduga namun sangat berharga,5
saya selalu mendoakanmu,2
aku sangat tidak berdaya menahan duka,0
I am deeply heartbroken,0
I feel so light,1
saya sangat marah karena sudah terlalu sabar namun tetap disalahkan,3
I feel like all my sacrifices bore fruit,1
aku sangat mencintai pekerjaanku,1
aku menentang keras,3
I am deeply overjoyed,1
hatiku sangat suka tawamu,2
aku sangat gembira berhasil,1
aku tidak pernah bermimpi ini terjadi,5
aku sangat tidak bisa melupakan dia,0
hatiku merasa sendiri,0
this came out of nowhere,5
hatiku sangat suka ini,1
diriku merasa lengkap bersamamu,2
aku merasa sangat optimis,1
aku sangat tidak menyangka perubahan ini,5
I enjoy this so much,1
aku sangat tidak menduga mimpi mimpi itu bisa jadi nyata,5
I love my life so much,1
diriku menangis terus,0
I feel so alive right now,1
I am so defeated,0
aku tidak bisa move on,0
I am so scared and do not know what to do,4
I feel so relieved,1
gue sangat penuh energi,1
I cannot stand this anymore,3
aku akan selalu setia padamu,2
my love for you grows stronger,2
my love for you never fades,2
hidupku hampa tanpamu,0
aku sangat takut dikhianati lagi,4
I am deeply completely broken,0
I am in total shock,5
I am shocked and so happy,5
diriku diam terpaku karena terkejut,5
gue sangat minder,4
aku sangat tidak menyangka berita ini,5
I care for you unconditionally,2
diriku sangat menghargaimu,2
I feel so unimportant,0
aku sangat lelah batin,0
I will not let this happen again,3
aku sangat nervous bertemu orang baru,4
aku sangat gentar,4
diriku sangat tertegun,5
I feel deeply completely shocked,5
I am deeply stunned,5
aku sangat protes,3
I feel so dumbfounded,5
this is so unfair,3
aku sangat bimbang dan takut salah langkah,4
hatiku sangat bahagia,1
I am utterly broken,0
gue sangat marah karena diremehkan,3
I am so anxious,4
I deeply love my father,2
aku sangat puas dengan hasil ini,1
aku sangat merasa kehadiranku tidak diinginkan,0
I am so downhearted,0
aku tidak mau hidup,0
I cannot believe this is real,5
aku sangat takut akan ancaman ini,4
gue sangat merasa sudah tidak berguna,0
I miss your hugs,2
hatiku sangat tersiksa,0
aku sangat bersyukur kamu memilihku,2
aku sangat berduka,0
gue sangat lega,1
hatiku sangat sakit hati,3
I am scared of not being accepted,4
I feel deeply completely overjoyed,1
diriku sangat marah karena diremehkan,3
I am certain you are the right one for me,2
I feel deeply bursting with happiness,1
aku akan melakukan apapun untukmu,2
I feel deeply downhearted,0
I want to always be there for you,2
hatiku ini benar benar mengejutkan,5
aku sangat ketakutan,4
saya sangat bersinar hari ini,1
I am paralyzed by fear,4
diriku tidak kuat lagi,0
I feel so deeply grieving,0
saya sangat tidak menduga perjalanan hidup bisa seindah ini,5
aku sangat tidak menyangka ini terjadi,5
saya sangat cemas,4
diriku tidak bisa menahan amarah,3
I miss you terribly,2
aku sangat merasa semua pengorbananku membuahkan hasil,1
I feel completely broken,0
aku sangat tidak menyangka menang dalam hal ini,5
diriku sangat tidak terima ini,3
you are my favorite person,2
I have lost it,3
aku terus menangis,0
I am deeply content,1
I am so angry I got lied to,3
my heart is heavy with grief,0
aku sangat takut dan tidak tahu harus apa,4
gue kejutan ini sangat tidak terduga namun sangat bermakna,5
I never expected the situation to turn around,5
aku sangat produktif,1
gue sangat tidak bisa tersenyum dengan tulus,0
I never thought the result would be this good,5
I love this togetherness,1
your leaving left deep wounds,0
I am deeply completely shocked,5
saya sangat tidak menduga semua doa itu dikabulkan,5
aku sangat nelangsa,0
gue sangat naik darah,3
hatiku sangat meradang,3
I cannot believe how this turned out,5
I am so shocked but so grateful,5
aku sangat tidak menyangka bisa mendapat ini,5
aku sangat menyukaimu,2
diriku sangat remuk,0
gue menangis sendirian,0
I feel utterly broken,0
you are my motivation,2
aku sangat cinta padamu,2
this has gone too far,3
gue sangat marah karena kepercayaanku dikhianati,3
my mind is completely blown,5
I feel so in total shock,5
saya sangat terkejut melihatnya tiba tiba muncul,5
aku sangat tidak bisa tertawa walaupun ingin,0
aku sangat takjub banget,5
aku sangat senang bersamamu,2
gue sangat merasa tidak ada yang mengerti perasaanku,0
diriku sangat bersyukur memilikimu,2
diriku sangat terkejut dengan perubahan ini,5
aku sangat tidak menyangka mendapat promosi,5
aku sangat ragu dan sangat takut salah langkah,4
diriku sangat menderita,0
aku ini benar benar mengejutkan,5
aku sangat sakit hati,0
aku sangat senang sekali,1
I want you to know how much I adore you,2
aku sangat marah padamu,3
aku sangat takut sekali,4
hatiku sangat tertekan,0
hatiku sangat remuk,0
aku sangat cemas memikirkan semua kemungkinan buruk,4
aku sangat merasa hidup saat ini,1
I am torn apart inside,0
I am trembling with fear,4
I am so absolutely furious,3
aku bersemangat banget,1
aku sangat ingin menikahimu,2
aku tidak bisa lepas dari rasa takut,4
aku sangat menikmati hari ini,1
gue sangat kreatif,1
I feel so radiant,1
I cannot find words for this,5
I am lost without you,2
aku sangat emosi banget,3
aku sangat merasa tidak ada yang mengerti perasaanku,0
hatiku sangat rindu padamu,2
diriku merasa gagal,0
aku selalu memikirkan kamu,2
hatiku sangat melongo,5
aku sangat takut luka lama itu terbuka lagi,4
I never thought this could happen,5
I am so blown away,5
I feel truly astonished,5
I feel so inspired,1
saya sangat menikmati waktu bersamamu,2
I refuse to be humiliated like this,3
saya sangat takut salah,4
saya sangat tidak berani mencoba karena takut kecewa,4
aku sangat mengecam ini,3
I feel so taken aback,5
aku sangat menghargai hidupku,1
I feel so confident,1
I feel deeply full of gratitude,1
I only care about you,2
aku sangat tidak berani berharap karena takut sakit hati,4
I feel so betrayed and so angry,3
saya sangat muak dengan semua ini,3
I feel so nervous,4
gue sangat meradang,3
I will not stand by while injustice happens,3
I feel so depressed,0
gue diam terpaku karena terkejut,5
aku sangat senang karena mendapat kesempatan ini,1
I am terrified all my efforts will be in vain,4
aku sangat kaget sampai jantungku hampir copot,5
hatiku sangat merasa diberkahi,1
I am celebrating this,1
aku sangat menikmati liburan ini,1
I feel deeply petrified,4
you made me fall in love,2
aku sangat excited,1
I feel so overjoyed,1
diriku sangat merasa dijawab doanya,1
I am so angry about the injustice that happened,3
aku sangat riang,1
diriku sangat panic attack,4
hidupku terasa tanpa makna,0
gue sangat bersyukur hidup seindah ini,1
I am absolutely stunned right now,5
saya merasa sangat dipermainkan,3
I feel so lost,0
hatiku sangat puas,1
aku sangat tidak percaya ini terjadi padaku,1
I am so inspired,1
I am so broken,0
gue sangat heran,5
I cannot imagine life without you,2
cintamu sangat memberiku harapan,2
aku merasa tidak berguna,0
gue sangat takjub,5
I am so joyful,1
gue sangat merasa diberkahi,1
I am so shocked by this plot twist,5
gue sangat protes keras,3
saya tidak kuat lagi,0
I feel so played,3
I am so cheerful,1
aku ingin berteriak karena marah,3
aku sangat capek dengan kamu,3
saya sangat antusias,1
aku sangat trauma dengan pengalaman itu,4
aku sangat hancur,0
gue sangat termotivasi,1
kamu adalah prioritas hidupku,2
saya sangat marah karena sudah berusaha keras namun tetap diremehkan,3
gue sangat panik,4
diriku emosinya sudah meledak,3
I am deeply totally speechless,5
I am so full of joy,1
hatiku mencintaimu,2
I feel so satisfied,1
aku sangat terkejut sampai tidak bisa bicara,5
I am broken inside,0
I feel so full of rage,3
I am so downhearted,0
aku tidak ada yang mengerti aku,0
aku sangat membenci sikap itu,3
cintamu sangat menyembuhkanku,2
aku sangat terkejut dengan kejutan ini,5
aku merasa sangat hidup,1
hatiku sangat ingin menegur,3
diriku sangat diluar dugaan,5
aku sangat menantikan ini,1
aku sangat marah dengan ketidakadilan yang terjadi,3
aku sangat merasa tenang dan bahagia,1
aku sangat marah karena diabaikan,3
I feel so terrified,4
I cannot forget you,0
gue sangat berduka,0
I feel so elated,1
I admire you greatly,2
saya sangat kaget sekaligus bahagia,5
gue merasa sangat diinjak harga dirinya,3
ini sangat membuatku terperangah,5
I never anticipated surviving all those storms,5
I am so scared of losing him,4
I am so frozen with fear,4
I am so optimistic,1
I am deeply dejected,0
I cannot move on from you,0
I feel so insignificant,0
I love this joy,1
saya sangat gembira,1
my soul carries such pain,0
I cannot calm down because anxiety keeps coming,4
you hurt me so deeply,3
saya sangat lemah,0
I am burning with fury,3
aku sangat dihantui ketakutan,4
I feel deeply worried,4
gue sangat ketakutan,4
behind my smile there is sadness,0
aku mencintaimu apa adanya,2
aku selalu memikirkanmu,2
aku masih menangisi kamu,0
diriku sangat melongo,5
my heart is broken,0
I never thought you would come here,5
I want to yell,3
aku sangat terluka oleh sikapnya,0
I am so joyful,1
aku panik banget,4
hatiku selalu memikirkanmu,2
I feel so crushed,0
aku sudah menyerah,0
I am so relieved,1
I never thought you still remembered me,5
I feel deeply crushed,0
aku sangat kecewa,0
gue sangat marah karena kejujuranku dimanfaatkan,3
aku sangat sunyi,0
saya sangat merasa beruntung kamu ada di hidupku,2
today is extraordinary,1
I am so full of joy,1
ini sangat tidak terduga sama sekali,5
aku sangat takut kehilangan semua yang kumiliki,4
I feel deeply empty,0
I am deeply frozen with fear,4
I am deeply elated,1
I miss your hugs so much,2
saya sangat tidak berani melangkah karena takut gagal,4
saya sangat merasa dijawab doanya,1
saya emosinya sudah meledak,3
you are my hope,2
gue sangat mencintai dirimu dengan seluruh jiwaku,2
I feel so completely hopeless,0
diriku sangat hancur,0
gue sangat merana,0
hatiku sangat termotivasi,1
I feel deeply seething with anger,3
diriku sangat capek dengan semua ini,3
hatiku sangat capek dengan semua ini,3
I refuse to accept this disrespect,3
my heart hurts so much,0
aku sangat muak padamu,3
I am so shocked but so happy,5
aku sangat merasa dicintai,1
aku sangat kesal,3
aku sangat menikmati kebersamaan ini,1
diriku ingin selalu bersamamu,2
hatiku sangat tidak terima ini,3
I am scared to face that person,4
I will always be here for you,2
aku sangat suka ini,1
aku merasa sangat lengkap,1
kamu adalah alasan aku tersenyum,2
saya sangat takut luka lama terbuka,4
I miss her so much,0
I feel completely terrified,4
I feel so beyond angry,3
aku sangat suka kehadiranmu,2
aku merasa tidak berdaya,0
aku merasa hidupku hancur,0
aku kehilangan orang yang kucintai,0
my tears cannot stop flowing,0
diriku sangat duka,0
hatiku sangat lemas karena takut,4
gue sangat terpuruk,0
aku sangat marah karena mengizinkan ini terjadi,3
I am laughing with pure joy,1
my spirit grieves deeply,0
hatiku sangat resah,4
gue sangat ceria,1
aku sangat lega berhasil,1
you are my greatest blessing,2
I am deeply grateful,1
saya sangat tersulut,3
aku sangat tidak menyangka berhasil meraih ini,5
aku sangat mencintai keluargaku,2
diriku tidak bersemangat,0
I am so glad to meet you,1
I feel so paralyzed by fear,4
I am deeply empty,0
I feel so overwhelmed by fear,4
I feel so guilty inside,0
I am deeply full of joy,1
I never thought I would pass,5
aku tidak akan diam saja menghadapi ketidakadilan ini,3
I feel deeply shocked,5
aku sangat merasa seperti beban bagi semua orang,0
I am completely dumbfounded,5
saya sangat jijik dengan kelakuanmu,3
diriku sangat bahagia,1
I feel deeply gloomy,0
hatiku kehilangan harapan,0
my soul is so heavy,0
aku sangat marah karena diperlakukan tidak adil,3
I cannot find the words,5
I carry this fear everywhere,4
aku sangat tidak bisa lepas dari rasa takut ini,4
I am so beyond angry,3
hatiku merasa sangat bebas,1
saya sangat marah karena kejujuranku dimanfaatkan,3
diriku sangat emosi,3
diriku sangat penuh kebahagiaan,1
hatiku sangat takut masa depan,4
saya sangat tertegun,5
aku sangat takut kematian,4
I refuse to accept this injustice,3
aku masih belum bisa menerima kenyataan ini,5
diriku sangat menentang ini,3
my heart cannot heal,0
aku sangat resah banget,4
aku hanya ingin kamu,2
gue sangat bersyukur kamu hadir dalam hidupku,2
diriku sangat kaget mendengar kabar ini,5
saya sangat merasa beruntung bisa jatuh cinta padamu,2
I love the way you love me,2
diriku sangat benci,3
I am so uneasy,4
gue sangat berterima kasih,1
I am haunted by this fear,4
I am so hopeless,0
saya sangat suka tawamu,2
aku sangat takut trauma itu kambuh lagi,4
diriku sangat tersiksa,0
I am so eager to enjoy this,1
I my rage is completely uncontrollable,3
aku sangat mencintai dirimu sampai ke lubuk hatiku,2
I am deeply completely dumbfounded,5
I am raging inside,3
I am so defeated,0
hatiku sangat menolak ini,3
I am grateful for all of this,1
I feel so confident,1
I am deeply absolutely thrilled,1
aku sangat tidak menyangka hidupku bisa begini,5
I love today's weather,1
I feel so panicked,4
I cannot take it anymore,3
aku speechless sekali,5
gue sangat merasa kehadiranku tidak diinginkan,0
I am deeply full of rage,3
diriku sangat percaya diri,1
diriku sangat takut sejarah terulang,4
you are absolutely outrageous,3
aku sangat bersyukur doa doaku terjawab,1
I am so angry for being too patient but still being blamed,3
my heart aches,0
this morning is so wonderful,1
I am all alone,0
gue sangat cemas karena tidak bisa mengontrol situasi,4
aku sangat kesal dengan sikapnya yang semena mena,3
saya sangat terguncang,0
my soul aches so much,0
saya sangat tidak menyangka bisa menang,5
gue sangat tidak menduga hidup bisa membawa kejutan seperti ini,5
I am so sad,0
hatiku sangat bangga bersamamu,2
hatiku sangat naik darah,3
aku sangat was was dengan keputusan ini,4
I feel so shattered right now,0
I am so grateful,1
diriku sangat gugup,4
ini kejutan yang sangat tidak terduga,5
I feel deeply devastated,0
I am so angry I got mistreated,3
I am scared of the dark at night,4
I am so lost and grieving,0
life with you is beautiful,2
aku sangat kecewa dengan sikapmu,3
hatiku menerimamu seutuhnya,2
gue sangat tertawa lepas bahagia,1
I feel so stunned,5
aku tidak tahu harus kemana,0
aku menangis sesenggukan,0
gue sangat bimbang dan takut,4
I feel so full of joy,1
gue sangat tidak menduga perjalanan hidup bisa seindah ini,5
saya sangat mencintaimu sepenuh hati,2
I am so resentful,3
I feel an inexplicable fear,4
gue sangat menghargai momen ini,1
aku sangat terkejut karena tiba tiba kamu muncul,5
hatiku sangat bersinar hari ini,1
diriku sangat ngeri,4
my heart carries such pain,0
ini sudah melampaui batas,3
hidup sangat indah,1
diriku sangat menantikan kehadiranmu,2
aku sangat takut banget,4
aku sangat menghargaimu,2
my blood is boiling,3
aku merasa ditinggal semua orang,0
I am deeply frightened,4
aku sedih,0
I am so excited,1
I am deeply sad,0
aku sangat benci,3
gue sangat bersyukur kamu memilihku,2
saya sangat tidak mau lagi mempercayai orang yang sudah mengkhianatiku,3
I miss you every day,0
I really want to hold you,2
gue sangat mencintai dirimu sampai ke lubuk hatiku,2
gue masih dalam keadaan kaget,5
kemarahanku sudah meluap luap,3
aku tidak mau lagi diam ketika diperlakukan buruk,3
I feel so thrilled,1
I feel absolutely stunned,5
aku menahan tangis setiap hari,0
aku sangat merindukan momen momen indah bersamamu,2
I am jumping with joy,1
this is completely unjustifiable,3
I am so outraged,3
I feel seething with anger,3
saya sangat nervous,4
I feel deeply melancholic,0
saya sangat tidak mau lagi berpura pura tidak sakit hati,3
aku sudah sangat muak menelan semua sakit hati sendirian,3
I need you and you are gone,0
gue sangat merasa tidak layak mendapatkan kebahagiaan,0
aku sangat melongo,5
I feel deeply grateful,1
I cannot wrap my head around this,5
aku sangat ingin memelukmu,2
aku ingin selalu bersamamu,2
diriku sangat merana,0
I feel so amazed,5
hatiku sangat bimbang dan takut,4
aku sangat panic attack,4
I am so overwhelmingly surprised,5
diriku terus menangis,0
aku sangat merasa diberkati luar biasa,1
hatiku sangat produktif,1
aku sangat cemas karena tidak bisa mengontrol situasi,4
kamu sangat penting bagiku,2
aku merana,0
saya sangat terkejut sampai jantung berdebar,5
aku sangat takut mencoba hal baru ini,4
I am so angry at you,3
I still miss you,0
I am scared to my core,4
diriku sangat bangga,1
gue sangat takut gagal,4
gue sangat marah karena dihina,3
saya sangat cemas karena tidak bisa mengontrol situasi,4
I am proud to have you,2
aku rela berkorban untukmu,2
gue kejutan ini sangat tidak terduga namun sangat berharga,5
saya sudah sangat muak berpura pura semuanya baik baik saja,3
my anger is uncontrollable,3
I adore you so much,2
I am so cautious at every step,4
gue sangat emosi,3
aku akan selalu mencintaimu,2
aku sangat merasa diinjak harga diriku,3
I am deeply bursting with happiness,1
my heart is light,1
hatiku sangat tidak menyangka bisa lulus,5
aku tidak pernah sebahagia ini,1
aku sangat jengkel,3
aku sangat merasakan anxiety ini,4
I am so truly astonished,5
I am seething with anger,3
aku sangat mencintai hidupku,1
I feel so worthless,0
I am so in love with you,2
hatiku sangat tidak bisa percaya,5
saya sangat ngeri,4
I cannot smile anymore,0
I feel utterly amazed,5
I feel so infuriated,3
aku sangat terkejut dan sangat gembira,5
diriku sangat suka tawamu,2
aku sangat merasa tidak layak mendapatkan kebahagiaan,0
diriku sangat puas,1
saya sangat menyayangimu tulus,2
gue sangat murung,0
gue sangat puas,1
I feel so valued,1
diriku sangat tidak menyangka bisa sampai sejauh ini,5
I want to stop hurting,0
saya sangat merasa sudah tidak berarti,0
I want to always be with you,2
I was so startled my heart nearly stopped,5
hatiku sangat marah karena dikhianati,3
saya kejutan ini sangat mengubah cara pandangku,5
diriku sangat tersenyum lebar,1
aku sangat diliputi kemarahan,3
I do not dare to dream for fear of not achieving,4
aku sangat terkejut sampai jatuh terduduk,5
gue sangat tidak menduga bisa berkembang sepesat ini,5
kecemasan ini sangat melumpuhkanku,4
I never anticipated this,5
hatiku sangat membenci sikap itu,3
I feel deeply overwhelmed by rage,3
aku sangat tidak terima kontribusiku tidak pernah diapresiasi,3
aku hancur karena kamu pergi,0
I feel so sorrowful,0
aku ingin kamu selalu sehat,2
I am beyond frustrated,3
aku sangat tidak menduga bisa berhasil,5
saya sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5
kamu adalah berkah hidupku,2
everything feels so right,1
my patience has completely run out,3
diriku sangat suka ini,1
aku merasa sangat tidak berguna,0
saya sangat terinspirasi,1
I am so angry my dignity was trampled,3
aku sangat frustrasi karena tidak ada perubahan,3
diriku sangat marah karena dihina,3
hatiku sangat takut tidak cukup baik,4
I hate this so much,3
gue sangat merasa beruntung kamu ada di hidupku,2
aku sudah sangat muak dengan orang yang tidak tahu diri,3
aku tidak punya harapan lagi,0
aku sangat bahagia hari ini,1
gue sangat sendu,0
aku sangat terkejut sekali,5
your love changed my life,2
diriku selalu mendoakanmu,2
I am shocked to see how strong she truly is,5
I refuse to accept this,3
I am so relieved I got through this,1
aku sangat berenergi,1
I am deeply overwhelmed by fear,4
aku sangat rindu kehadiranmu,2
gue sangat yakin kamu adalah orang yang tepat untukku,2
aku sangat tidak setuju,3
I feel so fearful,4
ini sangat diluar ekspektasiku,5
aku sangat takut dengan wawancara ini,4
aku sangat senang kamu berhasil,1
I cannot forgive this,3
I cannot smile genuinely anymore,0
saya sangat merasa hidup tidak punya arti lagi,0
diriku sangat melebihi ekspektasi,5
aku masih belum percaya,5
aku sangat bersinar hari ini,1
aku sangat gugup banget,4
aku sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5
saya sangat berteriak kegirangan,1
I gasped in complete surprise,5
hatiku tidak bisa hidup tanpamu,2
I feel so defeated,0
I feel so terrified,4
I strongly disagree,3
aku sangat tidak bisa menemukan kebahagiaan,0
aku sangat terkejut dengan penampilan ini,5
hatiku penuh cinta untukmu,2
aku merasa sangat dimanfaatkan,3
diriku menyayangimu,2
I am consumed by frustration,3
aku sangat ingin bersamamu lagi,2
I am unwilling to take risks because of fear,4
I feel so small,0
aku sangat terkejut dengan keputusan ini,5
my soul is shattered,0
diriku sangat mencintai caramu,2
aku sangat melawan ini,3
I am so scared of rejection,4
I am deeply overwhelmed with sadness,0
I never thought I would win this,5
aku sangat kelelahan,0
aku sangat tidak bisa berhenti menangis,0
I feel so utterly worthless,0
diriku sangat takut tidak cukup baik,4
I am in awe,5
I this surprise completely changed my perspective,5
I am so scared of losing you,4
aku sangat terkejut dengan perubahan ini,5
saya sangat menikmati ini,1
I feel so crushed,0
I feel so hollow,0
saya sangat terkejut melihat betapa baik hatinya ternyata,5
I am so in total shock,5
I am drowning in my own grief,0
I miss your presence so much,2
gue merasa sangat dilecehkan,3
ini sangat tidak bisa dibenarkan,3
I am intensely angry,3
diriku sangat kreatif,1
gue sangat melebihi ekspektasi,5
tanpanya hidupku terasa hampa,0
aku sangat rindu suara kamu,2
I never thought you would do this for me,5
aku sangat merasakan perasaan tidak enak,4
aku sangat merindukan kenangan bersamamu,2
I feel deeply overwhelmed by fear,4
aku sangat tidak menyangka ternyata begini,5
I feel like no one cares about me,0
nobody loves me,0
I care for you endlessly,2
saya merasa lengkap bersamamu,2
aku masih shock,5
my rage is overflowing,3
aku sangat tidak menyangka bisa menang,5
I feel so deeply afraid,4
my will is broken,0
hatiku sangat menghargai momen ini,1
I am so regretful and angry at the same time,3
diriku sangat merindukanmu setiap hari,2
saya sangat membeku karena takut,4
aku sangat antusias dengan ini,1
aku sangat menghargai kehadiranmu dalam hidupku,2
I am boiling with anger,3
aku tidak punya energi lagi,0
I am so deeply grateful,1
I feel so lucky you are in my life,2
I am deeply in complete disbelief,5
aku sangat tidak menduga bisa bertemu orang orang luar biasa ini,5
diriku hancur hati,0
rasa khawatir ini sangat menguasaiku,4
I am absolutely terrified,4
gue sangat takut tidak bisa,4
aku sangat kehabisan tenaga,0
aku tidak mau bertoleransi lagi,3
I feel so beyond surprised,5
I am so angry my honesty was exploited,3
I feel so gloomy,0
aku sangat kehilangan kamu,0
gue sangat terpancing marah,3
aku sangat mencintai caramu bicara,2
gue sangat beruntung,1
I am so scared of this condition,4
I do not want to go on,0
I am so angry for sacrificing too much with no appreciation,3
aku akan selalu menjagamu,2
hatiku sangat penuh energi,1
hatiku sangat tersulut,3
I am so disappointed with your behavior,3
saya sangat tidak menyangka ini bisa terjadi dalam hidupku,5
I this fear feels suffocating,4
aku sangat bersyukur kamu hadir dalam hidupku,2
I never thought my life could be like this,5
hatiku sangat speechless,5
aku sangat kreatif hari ini,1
saya sangat terkejut dengan perubahan ini,5
aku sangat marah sekali,3
I carry so much guilt,0
I feel at home with you,2
saya nelangsa sekali,0
saya sangat ingin kamu merasakan betapa dalamnya cintaku,2
saya sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3
gue sangat tidak berdaya menahan duka,0
I feel trapped in sadness,0
saya sangat takut tidak cukup baik,4
saya sangat lara,0
hatiku merasa kosong,0
I passed,1
saya sangat sayang padamu,2
hatiku sangat terkejut,5
saya sangat gentar,4
aku tidak pernah mencintai siapapun seperti aku mencintaimu,2
gue sangat bangga bersamamu,2
diriku sangat muak dengan semua ini,3
I feel frozen with fear,4
I am grieving again,0
gue sangat tidak bisa fokus karena ketakutan,4
aku sangat merasa dijawab doanya,1
I feel so completely outraged,3
diriku sangat kecewa dengan sikapmu,3
I am overwhelmed by rage,3
this pain is unbearable,0
aku sangat frustrasi dengan keadaan ini,3
hatiku sangat percaya diri,1
I am so nervous to speak,4
gue sangat terluka,0
diriku sangat tidak bisa berhenti tersenyum,1
I never anticipated those dreams could become reality,5
I am triggered,3
diriku sangat geram,3
ketakutan ini sangat membelengguku,4
aku sangat marah karena diremehkan terus,3
I never expected he could do that,5
aku merasa sangat bersinar,1
I am so taken aback,5
aku hanya bisa menangis,0
diriku sangat rindu padamu,2
aku sangat terluka oleh kata katanya,0
saya sangat dongkol,3
hatiku sangat jengkel,3
aku sangat marah karena kejujuranku dimanfaatkan,3
I am so petrified,4
I am so disappointed and angry simultaneously,3
aku sangat suka makanan ini,1
I am overjoyed,1
aku sangat bersyukur kamu mau bersamaku,2
gue sangat tidak bisa menerima kepergiannya,0
this is so beyond my expectations,5
gue sangat suka senyummu,2
diriku akan selalu mencintaimu,2
cintaku padamu semakin kuat,2
I am so happy with my life choices,1
aku sangat frustrasi dengan keadaan yang tidak adil,3
saya sangat merasa sendiri menghadapi cobaan ini,0
aku sangat tidak bisa menerima kenyataan ini,0
I am deeply full of gratitude,1
I feel deeply overjoyed,1
hatiku sangat duka,0
aku sangat takut untuk maju,4
hatiku sangat takut salah,4
gue sangat bersemangat,1
I feel so blown away,5
aku sudah sangat muak mendengarnya,3
I am grieving,0
I feel completely dumbfounded,5
I am certain my choice in life is you,2
I feel so gripped by terror,4
I am savoring this moment,1
aku sangat puas dengan hasilnya,1
I really want to confront this,3
I went pale with fear,4
I feel deeply beyond angry,3
gue ini benar benar tidak terduga,5
saya sangat tidak sanggup menanggung kesedihan ini,0
I cannot believe how happy I am,1
gue sangat tidak menyangka bisa lulus,5
I am so anxious thinking about the future,4
gue sangat girang,1
hatiku sudah tidak mau sabar lagi,3
my soul is so light,1
gue merasa kosong,0
I feel totally speechless,5
saya sangat kangen padamu,2
aku takut sekali,4
saya sangat panik,4
gue sangat terkejut dengan kejutan indah ini,5
gue amarahnya sudah memuncak,3
diriku merasa sangat diinjak harga dirinya,3
saya sangat tersenyum lebar,1
aku hancur lagi,0
I was so shocked my eyes went wide,5
I feel so lost inside,0
aku sangat kehilangan,0
gue sangat merinding,4
I want to always keep you safe,2
I feel so thrilled,1
I feel pushed aside,0
gue sangat tidak menyangka,5
gue sangat menyukai ini,1
aku sangat bangga memiliki kamu,2
diriku sangat speechless,5
aku sangat lemas,0
I am scared to speak,4
saya sangat geram,3
saya sangat frustrasi,3
I feel like no one wants to listen to me,0
my heart belongs to you,2
diriku merasa sangat dimanfaatkan,3
I am so lucky,1
aku sangat marah karena kepercayaanku dikhianati,3
aku tidak bersemangat,0
I am so grateful my love was returned,2
I really enjoy today,1
aku sangat kecewa dengan kelakuanmu,3
aku sangat tidak berdaya,0
diriku sangat ingin bersamamu,2
hatiku sangat kesal,3
ini sangat mengagetkan,5
aku sangat mencintai dirimu sepenuh jiwa raga,2
aku sangat lelah bersedih,0
oh my gosh I never anticipated this,5
aku sangat sendu,0
aku sangat batin perih,0
I am seething inside,3
I feel so utterly broken,0
saya merasa kosong,0
gue sangat tidak percaya betapa bahagianya hari ini,1
since I met you I am happy,2
hatiku sangat kreatif,1
I am so enthusiastic about this,1
saya mencintaimu,2
gue sangat kagum,5
aku sudah tidak mau lagi,3
I want you to always be happy,2
diriku sangat takut tidak mampu,4
I am so raging inside,3
hatiku sangat panas,3
I feel completely invisible,0
I am deeply cheerful,1
you are where I belong,2
saya rela berkorban untukmu,2
hatiku sangat membenci perilaku itu,3
I am deeply completely terrified,4
I am so worried about my future,4
aku merasa nasibku buruk,0
I am so startled,5
I love my best friend deeply,2
saya sangat tidak mau lagi mengorbankan diri untuk orang seperti ini,3
I would choose you again,2
aku mencoba bahagia tapi gagal,0
I feel deeply overwhelmed with sadness,0
gue sangat membenci sikap itu,3
diriku sangat bersemangat,1
I am so sorry for myself,0
hatiku putus asa,0
with you I feel happy,2
your presence makes everything better,2
aku sangat tersesat dan berduka,0
aku sangat terkejut dengan kabar duka ini,5
aku sangat mencintai dirimu melebihi apapun,2
I am consumed by anger,3
I feel unheard,0
I am so angry about being treated this way,3
I feel so completely broken,0
aku sangat terkejut,5
I am so excited,1
I am overflowing with happiness,1
aku sangat tidak menduga bisa merasakan momen istimewa ini,5
aku sangat tertekan,0
cintaku padamu tidak pernah pudar,2
aku sukses,1
I never thought I would run into you here,5
diriku sangat penuh sukacita,1
saya sangat merasa ada di tempat yang tepat,1
ini sangat membuatku tercengang,5
saya tidak pernah menyangka ini terjadi,5
aku sangat kaget sekaligus bahagia,5
gue sudah habis sabar,3
I miss your eyes,2
diriku sangat tertekan,0
I weep silently,0
aku tidak pernah menduga ini bisa terjadi,5
aku sangat cemas dengan masa depanku,4
aku sangat rindu padamu,2
gue sangat muak dengan semua ini,3
my soul is heavy,0
I will not stay silent when I am being hurt,3
aku sangat bahagia mendengar kamu baik baik saja,1
