text,label,language
I am so defeated,0,en
aku sangat ingin membuktikan betapa aku sayang kamu,2,id
rasa cemas ini sangat menggangguku,4,id
hatiku sangat tertawa bahagia,1,id
I feel pushed aside,0,en
I never expected this news,5,en
hatiku sangat kecewa,0,id
gue sudah sangat muak dengan orang yang tidak tahu diri,3,id
gue sangat tidak menduga bisa menjadi versi terbaik diriku,5,id
my heart is in pieces,0,en
aku bangga kenal kamu,1,id
aku tidak mau jauh darimu,2,id
I feel deeply amazed,5,en
bersamamu aku merasa lengkap,2,id
I am so incredibly annoyed,3,en
gue sangat takut ditolak,4,id
gue sangat merana,0,id
I am so outraged,3,en
I am so scared of this situation,4,en
I feel deeply overwhelmed by rage,3,en
I cannot accept this reality,0,en
diriku sangat membutuhkanmu,2,id
I am so deeply anxious,4,en
aku sangat suka pagi ini,1,id
you are so kind,1,en
kamu sudah meninggalkan aku,0,id
amarahku sudah meledak,3,id
I am deeply full of joy,1,en
kamu pasti bisa,1,id
I will not stand by while injustice happens,3,en
I am deeply raging inside,3,en
aku sangat takut tidak bisa,4,id
gue merasa aman bersamamu,2,id
saya sangat girang,1,id
aku merasa sangat bergairah,1,id
ini sudah melampaui batas,3,id
I feel deeply worried,4,en
saya sangat ingin memelukmu,2,id
I love this so much,1,en
I am so scared of being mistreated again,4,en
I am deeply overjoyed,1,en
I never thought this would happen,5,en
I feel so full of gratitude,1,en
I feel so powerless,0,en
aku sangat geram banget,3,id
I appreciate everything you do,2,en
I am so inspired today,1,en
I am so deeply sad,0,en
diriku sangat produktif,1,id
hatiku merasa diabaikan,0,id
aku sangat senang dengan hasilnya,1,id
I wish I could undo this,0,en
hatiku sangat remuk,0,id
aku sangat menyukai kebahagiaan ini,1,id
aku sangat remuk redam,0,id
saya putus asa,0,id
kepergiannya sangat menghancurkanku,0,id
aku sangat tidak menyangka kabar ini,5,id
I should have protected you,0,en
aku sangat takut dengan kondisi ini,4,id
I feel raging inside,3,en
I never thought I would get this surprise,5,en
you are so important to me,2,en
I regret what I did,0,en
saya tidak bersemangat,0,id
aku sangat cemas dan tidak bisa tenang,4,id
gue sangat menikmati waktu bersamamu,2,id
I cannot wait to start,1,en
hatiku sangat meradang,3,id
I am so angry I got lied to,3,en
I love you with every part of my soul,2,en
dunia terasa sangat indah,1,id
diriku sangat emosi,3,id
I am scared that bad experience will happen again,4,en
I cannot stand this anymore,3,en
I feel so downhearted,0,en
I feel deeply bursting with happiness,1,en
I am so scared that bad event will happen again,4,en
my patience has completely run out,3,en
I feel so guilty inside,0,en
hatiku sangat benci,3,id
I am proud of how far I have come,1,en
I am so shocked by this sudden change,5,en
aku suka cara kamu,1,id
I am so grateful you want to be with me,2,en
kamu sangat cerdas,1,id
saya sangat tidak menduga bisa bangkit dari semua cobaan itu,5,id
I feel so devastated,0,en
I love your smile,2,en
sorry kamu jadi sedih,0,id
I am so frustrated because nothing ever changes,3,en
gue tidak pernah menduga ini bisa terjadi,5,id
I am so shocked,5,en
aku tidak pernah sebahagia ini,1,id
aku emosinya sangat tidak bisa kutahan lagi,3,id
aku sangat ingin menegur,3,id
aku sangat penuh sukacita,1,id
I am grieving again,0,en
aku sangat bimbang dan takut,4,id
dia sangat tega,0,id
aku sangat sakit jiwa,0,id
ya ampun aku sangat terkejut,5,id
I am drowning in rage,3,en
I am broken inside,0,en
aku sangat tidak menduga bisa bertahan dari semua badai itu,5,id
aku sangat capek dengan semua ini,3,id
your leaving hurt me deeply,0,en
aku sangat hilang kesabaran,3,id
maaf sudah bikin kamu sedih,0,id
saya sangat merinding,4,id
gue sangat tidak menduga bisa merasakan momen istimewa ini,5,id
diriku sangat terkejut melihatnya tiba tiba muncul,5,id
I feel abandoned,0,en
you are so brave,1,en
aku sangat lemas karena takut,4,id
I always feel wrong and incapable,0,en
aku sangat tidak menyangka bisa bertemu kamu disini,5,id
I feel so crushed,0,en
I am scared of being disliked,4,en
why are you so mean to me,0,en
I feel so hollow,0,en
you are so warm,1,en
gue sangat tersiksa,0,id
my heart cannot heal,0,en
I am screaming in anger,3,en
diriku sangat menghargai momen ini,1,id
aku sangat takut sejarah terulang,4,id
I am so lonely,0,en
aku sangat merasa keberadaanku tidak diperlukan,0,id
saya sangat kaget,5,id
my soul belongs to you,2,en
I need you to forgive me,0,en
kamu keren,1,id
aku sangat takut dihakimi,4,id
I love you to the very depths of my heart,2,en
I feel so completely defeated,0,en
I feel deeply radiant with happiness,1,en
I feel deeply frustrated,3,en
I feel so deeply sad,0,en
aku sangat bersyukur saat ini,1,id
gue sangat minder,4,id
aku sangat menyukaimu,2,id
diriku sangat mencintai caramu,2,id
aku sangat terkejut sampai jantungku berdebar,5,id
aku sangat rindu pelukan kamu,2,id
aku merasa sangat optimis,1,id
I was so shocked I forgot what to say,5,en
ini melebihi semua harapanku,1,id
gue sangat penuh sukacita,1,id
I accept you completely,2,en
aku merasa hampa,0,id
I am so angry at you,3,en
gue sangat melonjak kegirangan,1,id
aku selalu mendoakanmu,2,id
aku sangat takut tidak disukai,4,id
saya sangat dendam,3,id
I am deeply thrilled,1,en
aku sangat frustrasi banget,3,id
kebaikanmu sangat berarti,1,id
aku sangat cemas dengan keuanganku,4,id
hatiku tidak bisa hidup tanpamu,2,id
I am shocked to see how much has changed,5,en
aku sangat tidak berdaya,0,id
I love this joy,1,en
diriku sangat takut sendirian,4,id
aku sangat gugup,4,id
hatiku sangat protes keras,3,id
diriku merasa sangat dilecehkan,3,id
gue merasa hampa,0,id
my heart is so content,1,en
he left me,0,en
you are so smart,1,en
aku sangat merasa sendiri menghadapi cobaan ini,0,id
aku sangat mengumpat,3,id
I never thought you would come,5,en
saya sangat optimis,1,id
saya sangat bersemangat,1,id
I am so full of rage,3,en
I am completely speechless,5,en
diriku sangat terkejut dengan perubahan ini,5,id
gue sangat melongo,5,id
aku sangat terkejut tapi sangat bahagia,5,id
I am utterly broken,0,en
I am so irritated,3,en
badanku sangat segar,1,id
saya sangat tidak menyangka,5,id
if only I had not hurt you,0,en
aku sangat takut kehilangan keluargaku,4,id
this anxiety disturbs me greatly,4,en
aku kehilangan semangat,0,id
aku merasa diabaikan,0,id
aku sudah sangat muak berpura pura semuanya baik baik saja,3,id
aku sangat takut menghadapi ini,4,id
I am deeply full of gratitude,1,en
aku menyesal sudah berbohong padamu,0,id
hatiku sangat bimbang dan takut,4,id
aku akan selalu setia padamu,2,id
I feel so inconsolable,0,en
time with you is precious,2,en
aku merasa hidup sia sia,0,id
I wish the pain would stop,0,en
kenapa kamu tidak peduli padaku,0,id
I regret every mistake I made,0,en
I feel glowing with joy,1,en
saya sangat bersyukur memilikimu,2,id
wow I never saw this coming,5,en
gue sangat berterima kasih,1,id
being with you is a gift,2,en
aku sangat takut masa depan,4,id
why did you ignore me,0,en
I am so worried about my relationship,4,en
hatiku sangat merindukanmu,2,id
I feel deeply utterly broken,0,en
kepergianmu sangat menyedihkan aku,0,id
I am completely faithful to you,2,en
gue nelangsa sekali,0,id
I am so startled by this sudden news,5,en
diriku sangat tidak menduga hasilnya begini,5,id
I would choose you again,2,en
aku sangat terkejut dengan berita sedih ini,5,id
I feel comfortable with you,2,en
maaf aku sudah mengabaikanmu,0,id
thank you for being so kind,1,en
I this anxiety is draining all my energy,4,en
I am absolutely stunned right now,5,en
aku tidak percaya kamu bisa melakukan ini padaku,0,id
aku masih terkejut,5,id
gue sangat tidak setuju,3,id
aku sangat yakin cinta kita akan bertahan selamanya,2,id
I do not want to go on,0,en
I am so scared of losing my family,4,en
I feel deeply frightened,4,en
I am really enjoying today,1,en
gue sangat merinding,4,id
saya sangat gugup tampil,4,id
gue sudah tidak tahan lagi,3,id
kamu sangat baik,1,id
gue sangat tidak terima ini,3,id
gue sangat takut bahwa aku tidak akan pernah berhasil,4,id
I feel deeply delighted,1,en
gue sangat mencintai dirimu sampai ke lubuk hatiku,2,id
I am so bursting with happiness,1,en
hatiku sangat jengkel,3,id
kamu sangat membuatku muak,3,id
aku sangat terancam,4,id
I am not brave enough,4,en
I am so shocked by this wonderful news,5,en
this morning is so wonderful,1,en
diriku sangat tidak aman,4,id
gue sangat tertawa bahagia,1,id
aku sangat bangga padamu,1,id
aku sangat merasa sudah tidak berguna,0,id
diriku sangat merayakan ini,1,id
gue sangat membutuhkanmu,2,id
kecemasan ini sangat melumpuhkanku,4,id
saya sangat kecewa,0,id
aku sangat mengagumimu,2,id
I feel so apprehensive,4,en
my soul is so light,1,en
aku sangat susah memaafkanmu,3,id
I am paralyzed by fear,4,en
saya sangat tidak bisa tenang karena terus menerus cemas,4,id
aku merasa sangat tentram,1,id
I am so angry I got underestimated,3,en
I am so worried about finances,4,en
I am so grateful for all of this,1,en
bersamamu aku selalu senang,1,id
I never thought my journey would be like this,5,en
aku sangat berhasil,1,id
I am so energized,1,en
I feel overjoyed,1,en
aku sangat mencintai caramu,2,id
gue sangat tidak bisa tertawa walaupun ingin,0,id
I miss our memories together,2,en
I am so enraged,3,en
diriku sangat terkejut,5,id
kamu ramah sekali,1,id
saya sangat gugup,4,id
kamu suka padaku,1,id
I am trembling with fear,4,en
saya sangat menentang ini,3,id
I feel so energized,1,en
I feel so useless,0,en
aku ditinggal pergi selamanya,0,id
you make my life more meaningful,2,en
I am deeply elated,1,en
I enjoy every single second of this,1,en
I am grieving deeply,0,en
aku sangat girang,1,id
aku sangat takut sesuatu yang buruk akan terjadi,4,id
aku sangat menikmati perjalanan ini,1,id
aku sangat menyesal berbohong padamu,0,id
I wish I could stop hurting,0,en
saya sangat gentar,4,id
I will love you forever,2,en
I am so scared my trauma will resurface,4,en
I feel so delighted,1,en
diriku tidak bersemangat,0,id
I feel so infuriated,3,en
I feel amazing,1,en
you always make me feel good,1,en
aku sangat lega,1,id
saya sangat terpana,5,id
ini benar benar sangat mengejutkan aku,5,id
aku sangat terluka oleh kehilangannya,0,id
I am scared of making mistakes,4,en
I love my child so much,2,en
I wish I had not done that,0,en
aku sangat ingin selalu ada untukmu,2,id
I this surprise completely changed my perspective,5,en
I am so motivated,1,en
I am yelling,3,en
saya sangat terkejut sampai tidak bisa bergerak,5,id
gue sangat resah,4,id
saya sangat bersinar hari ini,1,id
diriku sangat kaget mendengar kabar ini,5,id
you hurt me so deeply,3,en
your love means everything to me,2,en
saya sangat tidak menduga semua doa itu dikabulkan,5,id
gue sangat cemas memikirkan semua kemungkinan buruk,4,id
I am completely shocked,5,en
I am deeply taken aback,5,en
I am sorry for what I did,0,en
I cannot believe how happy I am,1,en
aku sangat senang bertemu teman,1,id
hatiku sangat tidak menyangka bisa sampai sejauh ini,5,id
I am radiating happiness,1,en
aku sangat melebihi ekspektasi,5,id
being ignored by you hurts so much,0,en
gue kehilangan segalanya,0,id
I miss you so deeply,0,en
I am so optimistic,1,en
I love the way you love me,2,en
diriku tidak bisa berkata kata karena kaget,5,id
I cannot take it anymore,3,en
I never thought I would run into you here,5,en
diriku sangat terancam,4,id
I feel so happy,1,en
hatiku sangat menghargaimu,2,id
I cannot wait to share this happiness,1,en
I am so proud of this achievement,1,en
I feel so wanted,1,en
I am overwhelmed by rage,3,en
I lost everything,0,en
this truly went beyond all expectations,5,en
gue sangat tidak bisa percaya,5,id
I am deeply hollow,0,en
kamu tidak menghormati aku,0,id
I am scared of failing,4,en
jiwaku sangat bergejolak marah,3,id
I cannot forgive myself,0,en
diriku tidak bisa hidup tanpamu,2,id
aku sangat bahagia,1,id
I feel deeply defeated,0,en
I am so scared of being betrayed again,4,en
aku sangat down,0,id
how could you hurt me like this,0,en
I feel so motivated,1,en
aku sangat terkejut dengan kejutan ini,5,id
gue merasa sangat dilecehkan,3,id
aku sangat kaget mendengarnya,5,id
cintamu sangat menguatkanku,2,id
I feel so completely outraged,3,en
I never expected this change,5,en
saya sangat menyayangimu tulus,2,id
gue sangat tertekan,0,id
saya sangat membenci perilaku itu,3,id
aku sangat ingin meluapkan amarah,3,id
aku sangat tidak bisa lepas dari rasa takut ini,4,id
sorry ya,0,id
hatiku tidak sabar menunggu,1,id
sorry sudah bikin kamu marah,0,id
gue sangat takut masa depan,4,id
I wish I had not said that,0,en
aku kagum sama kamu,1,id
aku tidak pernah membayangkan ini,5,id
I am smiling so wide,1,en
I am so disappointed and angry simultaneously,3,en
gue sangat gelisah,4,id
you do not care about my feelings,3,en
aku sangat tidak terima perlakuan ini,3,id
I am full of joy,1,en
I feel so completely broken,0,en
kamu sangat mengecewakan,0,id
aku tidak menyangka kamu bisa jahat seperti ini,0,id
aku bangga sama kamu,1,id
aku speechless sekali,5,id
aku sangat nervous bertemu orang baru,4,id
hatiku sangat minder,4,id
kamu sangat tangguh,1,id
you hurt my feelings,0,en
aku sangat yakin kita ditakdirkan bersama,2,id
you are wonderful,1,en
aku sangat muak,3,id
aku sangat tidak menyangka berita ini,5,id
I am so completely dumbfounded,5,en
saya sangat ingin menegur,3,id
I am deeply grateful,1,en
hatiku sangat termotivasi,1,id
I am so sad,0,en
kamu adalah alasan aku tersenyum,2,id
hatiku menerimamu seutuhnya,2,id
aku berhasil,1,id
I this surprise was unexpected but so meaningful,5,en
I never imagined this even once,5,en
I am so empty,0,en
I adore you unconditionally,2,en
I am so furious,3,en
I am loving this morning,1,en
ini benar benar sangat mengagetkan aku,5,id
I am scared of being judged,4,en
seharusnya aku lebih bijak,0,id
aku sangat diliputi amarah,3,id
my heart is racing with fear,4,en
aku sangat merasa sudah tidak berarti,0,id
this left me with my mouth open,5,en
I feel so furious,3,en
I am certain you are my destiny,2,en
I am deeply seething with anger,3,en
saya sangat tidak berani bermimpi karena takut tidak tercapai,4,id
diriku sangat lara,0,id
aku menangis terus,0,id
aku merasa sangat terancam,4,id
hatiku sangat takut mengecewakan,4,id
jahat banget,0,id
I feel safe with you,2,en
gue sangat murka,3,id
saya sangat bersyukur kamu hadir dalam hidupku,2,id
I adore you more than words can say,2,en
aku sangat terkejut sekali,5,id
aku sangat takut tidak cukup baik untuk ini,4,id
I feel so hopeless,0,en
aku sangat frustrasi dengan keadaan yang tidak adil,3,id
I am deeply worried,4,en
I feel deeply motivated,1,en
my soul is raging,3,en
hatiku merasa sangat dipermainkan,3,id
aku sangat terkejut dengan kebaikan ini,5,id
saya merasa kosong,0,id
hatiku sudah tidak mau sabar lagi,3,id
you are the love of my life,2,en
I feel like life has no meaning anymore,0,en
I miss your hugs so much,2,en
saya sangat melebihi ekspektasi,5,id
gue sangat merasa semua pengorbananku membuahkan hasil,1,id
saya sangat senang,1,id
I am seething with anger,3,en
hatiku hancur hati,0,id
mereka jahat padaku,0,id
gue sudah menyerah,0,id
saya sangat memikirkanmu,2,id
I feel so absolutely furious,3,en
hatiku sangat tersulut,3,id
you inspire me,1,en
I feel deeply on edge,4,en
I feel so meaningless,0,en
kamu peduli banget,1,id
diriku sangat suka senyummu,2,id
aku tidak tahu bagaimana melanjutkan hidup,0,id
I feel so seething with anger,3,en
my heart is so heavy,0,en
aku sangat merasa kehadiranku tidak diinginkan,0,id
saya sangat tidak mau lagi menerima perlakuan seperti ini,3,id
kamu seru banget,1,id
I feel deeply seething with anger,3,en
I am anxious about all the things that could go wrong,4,en
I am so exhausted from crying,0,en
aku sangat kreatif,1,id
gue sangat kecewa,0,id
this emptiness inside never goes,0,en
I feel so completely hopeless,0,en
I am so gloomy,0,en
I have lost control of my anger,3,en
my life feels so empty,0,en
dia menyakitiku,0,id
I am deeply incredibly annoyed,3,en
I am mourning,0,en
I want to be happy but I cannot,0,en
diriku sangat tersiksa,0,id
aku sangat kaget sampai menjerit,5,id
I love my best friend deeply,2,en
I am so glad to meet you,1,en
aku sangat tidak menduga bisa bangkit dari semua cobaan itu,5,id
I adore you truly,2,en
aku ini benar benar tidak terduga,5,id
aku sangat merasa bersalah,0,id
I feel deeply infuriated,3,en
aku sangat tidak bisa move on darimu,0,id
I love this adventure,1,en
I never imagined this would happen,5,en
I am so happy,1,en
you make everything better,2,en
kamu sangat membuatku frustrasi,3,id
I feel so outraged,3,en
saya sangat takut salah,4,id
saya sangat suka tawamu,2,id
diriku sangat menantikan ini,1,id
aku diam terpaku karena kaget,5,id
I am so grateful to feel your love,2,en
gue emosinya sangat tidak bisa kutahan lagi,3,id
diriku sangat pucat karena takut,4,id
my spirit cannot heal,0,en
I feel deeply uneasy,4,en
gue sangat panik,4,id
aku menangis terisak,0,id
aku akan melakukan apapun untukmu,2,id
aku sangat merasa selalu salah dan tidak becus,0,id
I know I made a mistake,0,en
I will not stay silent,3,en
I never anticipated those prayers would all be answered,5,en
aku sangat suka senyummu,2,id
I am so angry,3,en
gue sangat terperangah,5,id
I am so angry at the person who used me,3,en
saya sangat tidak menduga bisa berkembang sepesat ini,5,id
I feel so anxious,4,en
aku merasa sendirian di dunia,0,id
I feel so motivated,1,en
gue sangat merasa diberkahi,1,id
aku sangat terguncang,0,id
thank you for being there for me,1,en
aku sangat ingin membuktikan betapa aku cinta kamu,2,id
saya sangat cemas dengan kesehatan,4,id
saya sangat minder,4,id
I am so shocked by this surprise,5,en
I feel treated so unfairly,3,en
aku sangat kecewa dengan diri sendiri,0,id
I am so horrified,4,en
I feel so utterly alone,0,en
I feel so dumbfounded,5,en
aku sangat batin perih,0,id
gue kejutan ini sangat tidak terduga namun sangat bermakna,5,id
ini benar benar sangat di luar dugaanku,5,id
gue sangat yakin kamu adalah takdirku,2,id
diriku sangat optimis,1,id
I am enjoying this journey,1,en
saya diam terpaku karena terkejut,5,id
saya sangat marah karena sudah terlalu sabar namun tetap disalahkan,3,id
I feel so terrified,4,en
I love this togetherness,1,en
I am so deeply grateful,1,en
I feel deeply raging inside,3,en
saya sangat ingin melihatmu,2,id
aku sangat takut akan bahaya ini,4,id
my body feels refreshed,1,en
I am so glowing with joy,1,en
aku merasa sangat hampa,0,id
my soul is heavy,0,en
aku sangat menghargai semua yang kamu berikan,2,id
aku sangat tidak menyangka banget,5,id
you are so patient,1,en
I feel so proud,1,en
life with you is beautiful,2,en
the pain refuses to leave,0,en
I feel deeply overwhelmed with sadness,0,en
I am so defeated,0,en
aku menang,1,id
I am so depressed,0,en
I am scared of the future,4,en
aku tidak pernah sepuas ini,1,id
hatiku sangat murung,0,id
aku sangat hancur,0,id
I am certain you are the right one for me,2,en
I feel so fearful,4,en
diriku sangat resah,4,id
aku sangat terasa hancur,0,id
I cannot stand your behavior,3,en
jahat sekali,0,id
kamu sangat menyakitiku,3,id
I this fear feels suffocating,4,en
aku sangat ngeri,4,id
I am so scared to try this new thing,4,en
I never anticipated life could bring a surprise like this,5,en
saya tidak bisa percaya ini,5,id
I am startled but so happy,5,en
saya sangat takut bahwa semua pengorbananku tidak ada hasilnya,4,id
aku sangat bersemangat bangun pagi,1,id
diriku merasa nyaman bersamamu,2,id
diriku sangat kecewa,0,id
I feel deeply astonished,5,en
I feel so deeply grieving,0,en
I am deeply lost,0,en
kamu sangat seru,1,id
aku sangat kurang percaya diri,4,id
saya sangat tidak mau lagi mempercayai orang yang sudah mengkhianatiku,3,id
my heart hurts so much,0,en
I feel completely dumbfounded,5,en
I feel so alone,0,en
I am deeply consumed by anxiety,4,en
gue sangat takut bahwa semua usahaku akan sia sia,4,id
tega banget kamu,0,id
hatiku sangat menikmati setiap detik,1,id
saya sangat tersenyum lebar,1,id
hatiku masih sangat terkejut,5,id
saya sangat tidak menduga bisa menjadi versi terbaik diriku,5,id
hatiku merasa sangat bebas,1,id
aku sangat takut mengecewakan orang tuaku,4,id
saya sangat cinta padamu,2,id
I feel deeply cheerful,1,en
gue sangat merindukanmu setiap hari,2,id
aku sangat tidak setuju,3,id
hatiku sangat suka kehadiranmu,2,id
gue sangat termotivasi,1,id
I miss the way you look at me,2,en
saya sangat bersyukur hidup seindah ini,1,id
I feel so lost,0,en
my anger has peaked,3,en
gue sangat marah karena sudah berusaha keras namun tetap diremehkan,3,id
I want to scream I am so angry,3,en
I always think of you,2,en
I feel so utterly amazed,5,en
I feel deeply empty,0,en
aku sangat menyesal tidak bisa lebih baik,0,id
I feel like a burden to everyone,0,en
hidupku terasa tanpa makna,0,id
aku sangat takut terluka lagi seperti dulu,4,id
life feels so dark,0,en
I am deeply crushed,0,en
gue merasa tidak berguna,0,id
aku sangat terkejut dan sangat gembira,5,id
I am shocked and so happy,5,en
aku sangat heran,5,id
I am all alone,0,en
hatiku sangat tidak adil,3,id
gue sangat tertawa lepas bahagia,1,id
I feel so miserable,0,en
aku sangat terkejut melihat betapa baik hatinya ternyata,5,id
aku sangat was was,4,id
diriku sangat takut gagal,4,id
aku sangat sedih,0,id
aku sangat merasa beruntung bisa jatuh cinta padamu,2,id
I am laughing so hard,1,en
aku sangat tidak menduga,5,id
I really like you,1,en
saya sangat murka,3,id
I feel deeply grateful,1,en
diriku sangat takut mengecewakan,4,id
I refuse to sacrifice myself for someone like this,3,en
aku sangat terkejut melihat betapa kuat dirinya ternyata,5,id
aku sangat terkejut sampai jantung berdebar,5,id
dia jahat banget,0,id
hatiku sangat takut,4,id
I am so beyond angry,3,en
aku sangat beruntung mengenalmu,2,id
I am deeply absolutely furious,3,en
you are always in my heart,2,en
hatiku sangat lelah batin,0,id
diriku sangat merasa diberkahi,1,id
cintaku abadi untukmu,2,id
I am so excited,1,en
diriku sangat membenci sikap itu,3,id
aku tidak bisa kalem,3,id
hatiku sangat terinspirasi,1,id
aku kejutan ini sangat tidak terduga namun sangat bermakna,5,id
aku sangat puas dengan hasilnya,1,id
I love this music so much,1,en
saya sangat merasa diberkati luar biasa,1,id
diriku sangat takut tidak mampu,4,id
aku sangat bangga dengan diri sendiri,1,id
aku sangat tidak menyangka dia bisa melakukan itu,5,id
you hurt me so much,3,en
aku sangat takut masa depanku tidak cerah,4,id
saya sangat marah karena dikhianati,3,id
aku kejutan ini sangat mengubah hidupku,5,id
saya sangat terkejut sampai jantung berdebar,5,id
I am deeply lonely,0,en
being with you makes me so happy,1,en
I feel so forlorn,0,en
I am so burning with rage,3,en
diriku tidak bisa lepas dari rasa takut,4,id
your love strengthens me,2,en
I feel deeply downhearted,0,en
kenapa kamu jahat padaku,0,id
I miss you terribly,2,en
today is so beautiful,1,en
maaf bikin kamu sedih,0,id
I am so deeply frustrated,3,en
I cannot wait for this,1,en
aku merasa sangat sunyi,0,id
you are my life's priority,2,en
I love spending time together,1,en
I feel so energized,1,en
sorry bikin kamu nangis,0,id
I am so nervous to speak in public,4,en
aku menyesal sudah mengkhianatimu,0,id
gue merasa gagal,0,id
aku sangat terinspirasi hari ini,1,id
saya sangat mencintai dirimu sepenuh jiwa raga,2,id
aku sangat lemah tak berdaya,0,id
I am deeply defeated,0,en
I feel deeply completely dumbfounded,5,en
I cannot feel any joy at all,0,en
nobody loves me,0,en
aku sangat menikmati waktu bersamamu,2,id
I refuse to accept this injustice,3,en
aku sangat merasa tidak ada yang mau mendengarku,0,id
gue sangat merasa kehadiranku tidak diinginkan,0,id
aku masih belum bisa mencerna ini,5,id
I feel so shocked,5,en
ini luar biasa mengejutkan,5,id
gue sangat senang bersamamu,2,id
kamu sudah mengkhianatiku,0,id
diriku sangat panic attack,4,id
I miss her so much,0,en
gue tidak bisa percaya ini,5,id
I love doing this,1,en
aku sangat tidak menduga dia bisa melakukan itu,5,id
I feel deeply excited,1,en
I am furious about this injustice,3,en
aku sangat pucat karena takut,4,id
my soul is at peace,1,en
I should have been better,0,en
I am scared of feeling that pain again,4,en
aku kecemasan ini sangat membuatku tidak bisa maju,4,id
gue amarahnya sudah memuncak,3,id
kamu sudah melukai hatiku,0,id
hatiku hanya untukmu,2,id
diriku sangat heran,5,id
I love being with you,2,en
aku sangat membenci sikap itu,3,id
aku diam terpaku karena terkejut,5,id
aku sangat takut bahwa semua pengorbananku tidak ada hasilnya,4,id
aku sangat menentang ini,3,id
you are so selfish,3,en
aku sangat ragu dan sangat takut salah langkah,4,id
aku sangat marah karena dihina,3,id
gue sangat membeku karena takut,4,id
I feel deeply devastated,0,en
I am so enthusiastic about this,1,en
I am sorry for hurting you,0,en
aku sangat merasa dicintai olehmu,2,id
gue kecemasan ini sangat membuatku tidak bisa maju,4,id
I feel deeply deeply grieving,0,en
gue kecemasan ini sangat menguras energiku,4,id
maaf bikin kamu kecewa,0,id
kamu menyakitiku,0,id
I am so apprehensive about this decision,4,en
I will not tolerate this anymore,3,en
aku sangat merasakan firasat buruk,4,id
I am so relieved I made it,1,en
I am driven forward,1,en
saya tidak pernah menduga ini bisa terjadi,5,id
aku sangat cemas,4,id
I feel utterly amazed,5,en
gue sangat optimis,1,id
I cannot find the words,5,en
I never anticipated meeting these extraordinary people,5,en
my spirit is in pieces,0,en
saya merasa gagal,0,id
aku belum bisa melupakanmu,0,id
my life is empty without you,0,en
hatiku sangat produktif,1,id
I am deeply sorrowful,0,en
I feel so insignificant,0,en
hidupku terasa sangat sepi,0,id
aku kehilangan segalanya,0,id
kamu menyenangkan banget,1,id
aku merasa sangat diinjak harga dirinya,3,id
I feel so completely dumbfounded,5,en
aku sangat frustrasi dengan situasi ini,3,id
diriku sangat tidak bisa percaya,5,id
gue sangat yakin kamu adalah orang yang tepat untukku,2,id
gue sangat terkejut sampai jantung berdebar,5,id
aku sangat bersyukur atas nikmat ini,1,id
I really want to hold you,2,en
I went pale with fear,4,en
I care for you with all my heart,2,en
aku sangat kreatif hari ini,1,id
I am in total shock,5,en
you are my favorite adventure,2,en
gue sangat merasa dicintai olehmu,2,id
hatiku sangat membenci sikap itu,3,id
aku sangat merasa dihina,3,id
I was so startled I screamed,5,en
gue sangat muak dengan semua ini,3,id
gue sangat menyukai ini,1,id
I feel so crushed,0,en
gue sangat beruntung mengenalmu,2,id
di balik tawaku ada tangisan,0,id
aku sangat takjub,5,id
you are a blessing in my life,2,en
diriku sangat mengagumimu,2,id
gue sangat terpuruk,0,id
I am so angry for sacrificing too much with no appreciation,3,en
I feel so defeated,0,en
senang banget kamu ada perasaan,1,id
I never thought my life could be like this,5,en
I am sorry I was not there for you,0,en
kamu menginspirasi aku,1,id
aku sangat ingin selalu menjagamu,2,id
aku sangat tidak bahagia,0,id
aku sangat menikmati tawa kita bersama,1,id
aku sangat tidak mau lagi mengorbankan diri untuk orang seperti ini,3,id
this is absolutely intolerable,3,en
aku sangat melonjak kegirangan,1,id
aku sangat tidak terima ketidakadilan ini,3,id
I feel deeply fearful,4,en
you are incredibly talented,1,en
gue sangat tidak berani bermimpi karena takut tidak tercapai,4,id
gue tidak bersemangat,0,id
maafkan aku,0,id
I am scared to face this,4,en
terima kasih sudah baik padaku,1,id
gue sangat tidak terima pendapatku selalu diabaikan,3,id
gue sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4,id
saya sangat ceria,1,id
I will not be silent when treated badly,3,en
I deeply admire the way you love me,2,en
I am smiling so wide I cannot stop,1,en
aku tidak menduga kamu sepeduli ini,1,id
kamu membuat hidupku sangat bermakna,2,id
gue sangat yakin cinta kita akan bertahan selamanya,2,id
this left me speechless,5,en
gue sangat terkejut melihatnya tiba tiba muncul,5,id
pure joy fills me completely,1,en
saya sangat sendu,0,id
kamu sangat asik,1,id
gue sangat duka,0,id
aku sangat minder,4,id
saya amarahnya sudah memuncak,3,id
aku sangat suka musik ini,1,id
aku tidak tahu harus bilang apa karena terlalu terkejut,5,id
kamu sudah berbohong,0,id
gue merasa tidak dicintai,0,id
I am deeply completely terrified,4,en
I am so angry about the injustice that happened,3,en
why did you betray me,0,en
hatiku sangat tidak menyangka,5,id
my heart grieves deeply,0,en
I adore you sincerely,2,en
aku menderita,0,id
I will not swallow this pain anymore,3,en
kenapa aku yang selalu dikhianati,0,id
I never expected things to change so drastically,5,en
I feel so uneasy,4,en
your leaving shattered me,0,en
I am so inspired,1,en
hatiku sangat naik darah,3,id
I am so ashamed of myself,0,en
sorry aku khilaf,0,id
saya sangat terkejut dengan perubahan ini,5,id
